,idx,start,end,population,cafo_type,filename,date_mismatch,newest,hog_mean_0,hog_mean_1,hog_mean_2,hog_std_0,hog_std_1,hog_std_2,r_mean,g_mean,b_mean,r_std,g_std,b_std,hog_hist_0_min,hog_hist_0_LQ,hog_hist_0_median,hog_hist_0_UQ,hog_hist_0_max,hog_hist_1_min,hog_hist_1_LQ,hog_hist_1_median,hog_hist_1_UQ,hog_hist_1_max,hog_hist_2_min,hog_hist_2_LQ,hog_hist_2_median,hog_hist_2_UQ,hog_hist_2_max,r_min,r_LQ,r_median,r_UQ,r_max,g_min,g_LQ,g_median,g_UQ,g_max,b_min,b_LQ,b_median,b_UQ,b_max,0,2,4,5,9,11,13,17,20,21,25,26,27,28,29,30,31,33,37,39,40,41,42,43,48,50,51,54,55,62,66,67,75,76,77,81,82,83,85,86,89,91,97,99,100,102,104,108,109,111,112,113,116,120,122,132,133,135,140,141,143,147,149,151,155,156,157,160,161,165,168,169,170,171,176,177,178,179,183,185,186,187,189,192,195,196,202,210,211,213,214,217,219,220,222,223,225,226,228,230,231,233,235,241,242,246,255,idx,unet_pixels
32,4275,2018-07-19,2023-11-09,312000,Poultry,4275_09_07_18.tif,False,True,0.2855774760246277,0.2850933969020843,0.4293291568756103,0.2576875686645508,0.2421708106994629,0.2994724214076996,124.765234708786,118.75182962417604,103.33910727500916,34.03881864923923,25.30748939823444,26.33557154126928,-0.8245226740837097,0.0167267727665603,0.2495736107230186,0.4886956289410591,1.777510643005371,-0.7890511155128479,0.0516784954816103,0.2553343325853348,0.4794207215309143,1.795262098312378,-0.8245226740837097,0.0167267727665603,0.2495736107230186,0.4886956289410591,1.777510643005371,32.0,106.85499410145498,134.64996692049243,153.64754342899317,255.0,35.0,100.43640619444554,123.65991808835685,139.97177182453618,255.0,39.0,92.97535002307843,108.93772163120568,121.4438220828132,255.0,1790.7775,1801.0913,1787.6719,1800.842,1814.5508,1817.0675,1795.6959,1814.3115,1787.2058,1785.3008,1802.9626,1780.9917,1797.6371,1818.2404,1800.2124,1801.0131,1815.3636,1815.3339,1810.8312,1809.7286,1810.8439,1783.6115,1809.0376,1804.045,1804.1934,1810.0273,1791.5494,1799.1091,1814.779,1805.1973,1791.8463,1813.2493,1801.2699,1813.9025,1817.1167,1810.226,1818.1295,1795.9176,1800.5114,1809.5385,1816.1217,1821.122,1779.7262,1799.0184,1809.8624,1809.5957,1810.4492,1808.9539,1800.5807,1794.8492,1787.5402,1802.0809,1803.3737,1784.1299,1770.829,1792.4578,1794.1803,1807.9332,1815.3739,1785.0675,1813.6927,1812.9329,1810.1213,1816.5052,1794.3911,1807.2427,1808.3477,1813.5737,1782.1494,1814.1028,1816.3965,1798.0287,1814.1306,1787.8898,1798.7754,1814.7777,1817.641,1791.7969,1820.1085,1803.5205,1805.2935,1815.5028,1807.002,1795.0018,1813.6888,1769.1718,1803.0374,1801.4385,1790.0428,1805.8726,1796.5575,1811.9376,1788.1407,1794.5917,1796.2448,1816.1975,1798.8927,1796.5674,1816.9785,1791.9045,1793.1937,1803.5243,1799.321,1802.3838,1802.6694,1800.9883,1807.3281,4275,3424.0
33,4431,2018-03-13,2020-10-26,1218892,Poultry,4431_07_15_18.tif,False,False,0.2839777171611786,0.3151099383831024,0.4009123146533966,0.2539825737476349,0.2430377751588821,0.2785736322402954,87.02369356155396,90.38194012641908,83.86408925056458,64.1702541435137,52.99952133257175,45.197628661372406,-1.1987913846969604,0.0373213132843375,0.2501623630523681,0.4773969054222107,2.405487060546875,-1.405487060546875,0.1126481294631958,0.2776151597499847,0.4792806133627891,2.3102574348449707,-1.1987913846969604,0.0373213132843375,0.2501623630523681,0.4773969054222107,2.405487060546875,11.0,32.10622362097148,54.59245197483992,161.41652550888577,255.0,15.0,46.45376026127637,64.97551516554758,143.77286761266177,255.0,35.0,48.32727729258185,61.49245399333303,121.54081785276256,255.0,9051.642,9116.341,9030.859,9108.189,9186.287,9200.463,9084.781,9191.412,9027.442,9017.429,9124.523,8990.012,9086.292,9209.085,9107.106,9108.095,9198.12,9200.963,9171.729,9161.213,9171.08,9011.536,9163.42,9133.484,9133.502,9166.421,9059.165,9101.9,9188.255,9139.568,9060.108,9181.422,9113.202,9191.173,9206.329,9167.495,9215.455,9083.827,9109.617,9161.44,9205.248,9230.943,8987.715,9105.119,9162.135,9161.409,9170.406,9157.423,9106.405,9078.551,9029.177,9119.219,9129.942,9012.625,8937.137,9061.174,9071.628,9147.65,9197.199,9018.785,9190.547,9185.675,9167.444,9209.377,9068.128,9151.776,9158.663,9183.688,9002.848,9180.618,9201.858,9099.209,9185.741,9036.726,9099.37,9194.751,9212.249,9058.668,9222.918,9125.457,9136.869,9194.583,9145.56,9077.428,9178.012,8930.16,9127.427,9115.364,9047.2705,9142.764,9088.683,9181.974,9036.59,9075.279,9085.141,9203.384,9098.587,9088.417,9211.514,9056.642,9063.753,9123.966,9103.395,9117.845,9122.58,9114.275,9142.376,4431,211931.0
34,4431,2020-10-27,2023-11-09,1219525,Poultry,4431_06_14_22.tif,False,True,0.2887579500675201,0.3414362668991089,0.3698057532310486,0.2418963015079498,0.2332459986209869,0.2575299143791199,113.90061593055724,109.83710479736328,83.8261604309082,41.82254337365551,35.418531420015945,38.385657136357146,-0.8433656692504883,0.0617487262934446,0.2517446130514145,0.4703539907932281,1.8151408433914185,-0.8498621582984924,0.1759246028959751,0.3109119087457657,0.4840088039636612,1.995851159095764,-0.8433656692504883,0.0617487262934446,0.2517446130514145,0.4703539907932281,1.8151408433914185,0.0,81.1815669171352,107.09943975191462,157.31373876051435,255.0,0.0,83.45968877859012,101.14301834821627,141.57029102284577,255.0,8.0,53.52635344490735,69.32580528767303,113.87899169608868,255.0,9227.219,9293.684,9205.851,9284.703,9365.128,9379.088,9261.202,9370.203,9201.969,9191.669,9301.761,9163.289,9262.094,9388.66,9283.6455,9284.709,9377.328,9380.387,9350.608,9339.21,9349.475,9186.019,9342.043,9311.109,9311.076,9344.689,9234.999,9278.08,9366.876,9317.095,9235.747,9360.146,9290.133,9370.381,9385.305,9345.958,9395.035,9260.121,9286.578,9339.219,9384.691,9410.842,9161.154,9282.249,9340.324,9339.291,9348.875,9335.447,9282.806,9254.943,9203.792,9296.056,9307.789,9186.859,9109.632,9236.785,9247.5,9324.859,9376.408,9193.207,9369.838,9364.362,9345.93,9389.019,9244.046,9329.858,9336.891,9362.378,9176.61,9358.6,9381.084,9276.1,9364.385,9211.832,9275.712,9373.929,9391.8,9234.172,9402.756,9303.073,9313.7295,9373.148,9323.297,9253.033,9356.051,9102.439,9305.047,9292.301,9222.575,9320.678,9265.278,9360.921,9211.484,9251.418,9261.292,9382.639,9274.987,9264.818,9391.2,9232.321,9239.419,9300.935,9280.402,9294.936,9299.922,9291.366,9320.149,4431,139782.0
35,4163,2018-03-05,2023-11-09,328000,Poultry,4163_08_15_18.tif,False,True,0.340001493692398,0.3301262855529785,0.3298722207546234,0.2592402696609497,0.259857028722763,0.2645607590675354,111.923907995224,116.01857089996338,104.66558694839478,59.266810969786455,41.871497868872815,33.73840493914426,-1.1627976894378662,0.1358870156109333,0.3102056980133056,0.4994544610381126,2.163548707962036,-1.163548707962036,0.1203531678766012,0.2934917211532593,0.487390749156475,2.0739145278930664,-1.1627976894378662,0.1358870156109333,0.3102056980133056,0.4994544610381126,2.163548707962036,0.0,52.314155758010585,122.8629696224094,169.5108292201382,255.0,14.0,79.6794438835312,117.08221544441146,154.39687085349905,255.0,37.0,73.69379583797652,101.47425289594082,133.58897665657165,255.0,1118.7482,1124.2605,1117.1996,1124.7947,1132.8351,1134.224,1121.2046,1132.2383,1116.827,1115.8783,1125.7118,1113.542,1122.9856,1134.5751,1124.2598,1124.7317,1132.5741,1132.343,1129.9124,1129.8048,1130.1653,1114.7386,1128.8329,1126.0103,1126.1304,1129.76,1119.0416,1123.431,1132.9548,1126.9572,1119.2999,1131.5817,1124.8789,1131.7001,1134.0723,1129.7482,1134.1466,1121.5432,1124.4683,1129.4476,1132.9539,1135.8564,1112.5731,1123.1902,1129.7052,1129.6564,1129.7688,1129.2906,1124.6953,1120.9731,1117.1831,1125.1221,1125.6646,1115.0986,1107.2839,1119.9397,1120.8538,1128.9747,1132.6711,1115.821,1131.5254,1131.106,1129.6914,1132.8821,1121.0518,1127.8513,1128.5415,1131.9224,1113.8329,1132.5865,1133.5227,1122.7899,1132.2852,1117.1721,1123.4944,1132.1757,1133.619,1119.4148,1135.5397,1126.1156,1127.5509,1132.94,1128.2339,1121.2576,1132.6094,1106.3052,1125.4,1124.8254,1118.5837,1127.1278,1121.752,1130.2927,1117.2649,1120.9318,1121.8441,1133.1453,1123.5928,1121.8674,1133.1619,1119.6771,1120.2308,1125.8746,1123.4668,1125.4943,1125.3632,1124.4021,1128.6394,4163,66361.0
36,4369,2018-03-13,2020-10-26,662400,Poultry,4369_07_15_18.tif,False,False,0.3199712336063385,0.3236021697521209,0.3564265966415405,0.2318857461214065,0.2221609503030777,0.2415304630994796,101.82134675979614,103.9333770275116,91.7628300189972,48.925495849464376,38.70600666034462,32.725912842423256,-0.983741819858551,0.1454899050295353,0.2890065610408783,0.4809573739767074,1.913398504257202,-0.9862902760505676,0.1640843786299228,0.3038714826107025,0.470130018889904,2.076998710632324,-0.983741819858551,0.1454899050295353,0.2890065610408783,0.4809573739767074,1.913398504257202,14.0,63.469870505911686,80.85409244216427,149.1927413293246,255.0,19.0,76.23471534836855,93.7751402932362,132.8310627552452,255.0,39.0,69.34608403794223,78.41580528340025,109.79616271938792,255.0,4178.9033,4204.609,4171.481,4203.4995,4236.5854,4242.802,4191.5933,4236.643,4170.39,4165.7427,4209.0317,4154.995,4195.3447,4245.0967,4202.493,4203.765,4238.8647,4239.1963,4227.3984,4225.291,4227.966,4162.218,4223.667,4211.5356,4211.8877,4225.8154,4181.36,4199.977,4237.2437,4214.573,4182.0146,4232.867,4204.6523,4235.34,4243.0625,4226.5293,4245.81,4191.5034,4203.1167,4224.896,4240.908,4252.703,4152.8306,4199.3438,4224.937,4224.478,4227.269,4222.975,4202.94,4189.428,4171.253,4206.6445,4209.9883,4163.012,4131.276,4183.4365,4187.5283,4220.4595,4238.8745,4166.081,4234.8496,4233.2153,4226.2593,4241.93,4187.324,4219.29,4221.9624,4234.357,4158.7593,4234.87,4241.447,4197.4033,4235.6177,4172.5596,4199.2026,4237.455,4244.084,4181.6733,4249.9883,4209.7705,4215.3555,4238.8936,4218.8955,4189.4795,4234.4497,4127.8228,4208.8867,4205.021,4177.9375,4215.9814,4193.3477,4230.707,4172.8296,4188.716,4192.8657,4240.913,4199.0835,4193.799,4242.99,4181.3857,4184.377,4209.3784,4199.811,4207.161,4207.456,4204.594,4218.827,4369,149618.0
37,4369,2020-10-27,2023-11-09,707128,Poultry,4369_06_15_22.tif,False,True,0.3333619832992553,0.3010680675506592,0.365569919347763,0.2530229985713959,0.2252719849348068,0.2647501528263092,136.27644777297974,128.4084906578064,109.1674211025238,37.792956193311056,32.86072372109165,30.427726356825048,-0.8656933903694153,0.1291221752762794,0.2967051565647125,0.4958150908350944,1.7879326343536377,-0.8432393670082092,0.112756747752428,0.2742958515882492,0.4590763449668884,1.8205888271331787,-0.8656933903694153,0.1291221752762794,0.2967051565647125,0.4958150908350944,1.7879326343536377,8.0,104.78869895536562,152.83243309750847,168.47598155156103,255.0,11.0,106.37281054335888,137.33729501836427,154.44189833662907,255.0,25.0,83.81155877695471,113.61293893595264,131.1661958399309,255.0,3541.8025,3564.9011,3535.067,3562.681,3591.5706,3596.688,3553.2422,3591.967,3533.9348,3530.1177,3568.1362,3520.7295,3555.5762,3599.2617,3561.8599,3563.0864,3594.5974,3595.2722,3584.8774,3581.518,3584.6953,3527.1875,3581.6455,3570.6357,3571.0352,3582.7632,3544.21,3559.6506,3591.9963,3572.9543,3544.7292,3588.9053,3563.8162,3591.7761,3597.7268,3583.6985,3600.4175,3553.2825,3562.9126,3581.5464,3596.3696,3606.5715,3518.847,3560.2068,3582.338,3581.0586,3584.3042,3579.8508,3562.2927,3551.2444,3534.8315,3566.1465,3569.5334,3527.9624,3500.9036,3545.6099,3549.4563,3577.2056,3594.5183,3530.2322,3591.2173,3589.5051,3583.4028,3597.7515,3548.9302,3577.677,3580.0347,3590.1943,3524.0178,3590.028,3596.444,3558.4172,3590.7861,3536.2842,3559.025,3593.3838,3599.6487,3544.1138,3603.9446,3568.9136,3572.877,3593.607,3576.1929,3551.078,3589.2744,3497.6445,3568.5156,3564.7998,3540.4438,3574.676,3554.735,3588.0256,3536.5488,3550.3823,3553.733,3596.1172,3558.9875,3554.7944,3598.5774,3543.9778,3546.415,3568.5693,3560.4905,3566.402,3567.267,3564.2947,3576.4373,4369,75186.0
38,4199,2018-03-16,2020-10-26,274773,Poultry,4199_07_15_18.tif,False,False,0.2825828790664673,0.3539913892745971,0.3634256422519684,0.2216278612613678,0.2239547818899154,0.236617162823677,91.4902195930481,97.50074982643127,89.12929916381836,48.9085751326021,36.03400572602318,30.838923479483725,-0.8033055067062378,0.0871328096836805,0.2537214905023575,0.449348472058773,1.8503837585449217,-0.8503837585449219,0.2009052783250808,0.3356617540121078,0.4900929629802704,2.1825404167175293,-0.8033055067062378,0.0871328096836805,0.2537214905023575,0.449348472058773,1.8503837585449217,11.0,49.8661021375014,71.73606601214807,140.74770042107846,255.0,18.0,70.29028067416499,88.8101236213934,127.24476632156504,255.0,36.0,64.41246180045256,78.01176407333728,112.84055768275218,255.0,1967.1461,1977.8982,1964.1172,1978.3627,1993.0197,1995.7573,1972.1407,1992.5187,1963.25,1961.4644,1980.211,1956.9216,1974.7584,1996.5873,1977.3928,1978.1255,1993.1677,1993.0399,1988.1498,1987.745,1988.6367,1959.7692,1986.2146,1981.221,1981.0826,1987.8843,1967.9468,1976.1711,1993.3503,1982.744,1968.1523,1991.0902,1978.4885,1991.6526,1995.7922,1987.9827,1996.1686,1972.5979,1977.5947,1987.3468,1994.1344,1999.2013,1955.5186,1975.7292,1987.5774,1987.5963,1988.3467,1986.803,1978.0377,1971.3356,1964.0868,1979.2947,1980.5273,1960.0289,1945.6196,1969.0367,1970.99,1986.0927,1993.2831,1961.2852,1991.2532,1990.5128,1987.804,1994.1857,1971.261,1984.4633,1985.8268,1991.7551,1958.2056,1992.5419,1994.7186,1974.8961,1992.2256,1964.2664,1976.0758,1992.4059,1995.1887,1968.4016,1998.5286,1980.6843,1983.596,1993.8044,1984.8285,1971.8191,1992.4149,1943.9613,1979.9774,1978.6819,1966.8407,1982.8865,1972.9753,1989.0156,1964.4099,1971.236,1973.318,1994.3542,1976.1241,1973.0206,1994.604,1968.6633,1969.9464,1980.6669,1976.0037,1979.7334,1979.4971,1978.3214,1984.8394,4199,62740.0
39,4199,2021-09-08,2023-11-09,294000,Poultry,4199_06_14_22.tif,False,True,0.2892936170101166,0.3553482294082641,0.3553581237792969,0.2242128849029541,0.2249417603015899,0.2371810972690582,106.94971513748168,107.7211525440216,84.25767540931702,40.70946833824551,31.23415465552304,31.52507150343012,-0.9868589639663696,0.0947003550827503,0.2591002434492111,0.4564429745078087,1.9386472702026367,-0.9386472702026368,0.2053766883909702,0.3382324278354645,0.4918233752250671,2.059905767440796,-0.9868589639663696,0.0947003550827503,0.2591002434492111,0.4564429745078087,1.9386472702026367,0.0,76.26243675560164,99.89140013674694,147.17568875082753,255.0,0.0,87.94218110656468,106.21652226529513,130.9576828385228,255.0,3.0,59.56908705661838,76.09349975684876,108.10950735027416,255.0,1669.5714,1681.8401,1665.9818,1679.8511,1694.428,1696.7904,1675.6337,1695.3088,1664.9253,1663.1533,1683.057,1658.3628,1676.0352,1698.6514,1679.3827,1680.0321,1696.9855,1697.7024,1692.4259,1689.4724,1691.4514,1662.0513,1690.5929,1685.0529,1685.1061,1690.9346,1671.0197,1678.512,1694.7811,1685.7542,1671.0916,1693.8661,1680.4487,1695.8707,1698.2129,1691.2314,1699.9532,1675.9364,1680.3204,1689.7374,1698.1786,1702.9716,1657.5969,1679.5436,1690.6409,1689.7407,1691.8545,1689.0547,1679.4753,1674.6732,1665.6969,1682.039,1684.4576,1662.5718,1648.6753,1671.2671,1673.2863,1686.9603,1696.6185,1663.2136,1695.5604,1694.4084,1691.1276,1699.0963,1672.9283,1688.3752,1689.5397,1694.0466,1660.503,1693.2616,1697.1537,1678.5629,1694.2472,1666.76,1677.8555,1696.5802,1699.7412,1670.8171,1701.6434,1683.4799,1684.7328,1695.7689,1686.7992,1674.1965,1692.6663,1647.2855,1683.931,1681.5527,1668.6768,1686.803,1676.5875,1694.0717,1666.7927,1674.0867,1676.0625,1697.6947,1678.0381,1676.2141,1699.309,1670.6842,1672.1451,1683.2814,1679.427,1681.9381,1683.3346,1681.1062,1686.4846,4199,52863.0
40,4471,2018-08-21,2021-09-12,8000,Poultry,4471_06_28_14.tif,True,True,0.3325892686843872,0.3515302538871765,0.3158804774284363,0.2624492049217224,0.2823893129825592,0.2448397278785705,133.35906410217285,131.30532598495483,105.83283996582033,38.2540272445256,32.16689012687648,34.98620724961621,-1.2966076135635376,0.0716174393892288,0.3309437036514282,0.5046709179878235,2.2036681175231934,-1.203668236732483,0.1326572559773922,0.3048579394817352,0.511280968785286,2.3095388412475586,-1.2966076135635376,0.0716174393892288,0.3309437036514282,0.5046709179878235,2.2036681175231934,0.0,101.88390964110869,141.2852742929016,167.46214151241566,255.0,0.0,106.32517338055186,135.15611745102,158.42057637973252,255.0,1.0,76.79417030406155,107.1841280107988,136.17894194979013,255.0,454.08047,454.40076,454.17444,455.85532,457.79254,458.34058,453.9156,456.74286,454.11554,453.86472,455.35037,453.5469,455.7866,457.79898,455.35834,455.84064,456.30005,455.74002,455.49884,456.7682,456.28766,453.1878,455.1052,454.85754,454.79922,456.16666,453.8208,454.9463,457.8729,455.47324,453.88278,456.73853,455.67322,455.93323,457.41504,455.91592,456.6,454.23346,455.2471,456.3911,456.1959,457.06287,452.82874,454.28305,456.26193,456.53867,455.9262,456.40472,455.99835,454.0951,454.3844,455.24472,454.6969,453.27066,451.10806,454.59647,454.56332,457.1906,456.47995,453.7478,455.77054,455.74594,455.99402,455.69617,455.1348,455.18677,455.46286,457.11395,453.08572,458.1308,457.20306,454.18588,457.2933,453.74268,455.41434,456.10287,456.10092,454.24832,457.48764,455.58292,456.55615,457.5297,456.54037,454.641,458.30832,450.68298,454.7119,455.28522,454.38602,455.08838,454.11618,455.04422,453.75363,454.36887,454.688,456.58893,455.496,454.36127,455.72235,454.33432,454.60342,455.63516,454.77344,455.78568,454.8567,455.0881,456.876,4471,23493.0
41,4309,2017-03-29,2023-11-09,567000,Poultry,4309_07_13_18.tif,False,True,0.2885617017745971,0.3453455567359924,0.3660927414894104,0.231951504945755,0.2311162203550338,0.2480434775352478,102.96298933029176,108.24988222122192,97.77658486366272,43.90673828582677,35.618192868785535,33.4202947368885,-0.9899769425392152,0.0719230771064758,0.2558652013540268,0.4685567021369934,1.945279717445373,-0.9471402168273926,0.174409694969654,0.3144257515668869,0.4895214363932609,1.8205296993255613,-0.9899769425392152,0.0719230771064758,0.2558652013540268,0.4685567021369934,1.945279717445373,32.0,66.35705901083077,81.3090603472858,138.9052461419898,255.0,40.0,81.63348283834605,94.378523718443,127.85810299129118,255.0,51.0,72.98487955398615,81.75340423682927,112.56243674089067,255.0,1846.5209,1857.5962,1843.1168,1857.0773,1871.5859,1874.2478,1851.7778,1871.6566,1842.4486,1840.5615,1859.4183,1835.9598,1853.5521,1875.3542,1856.5227,1857.134,1872.801,1872.9146,1867.93,1866.678,1867.9425,1838.932,1865.9677,1860.7478,1860.9194,1867.1229,1847.4036,1855.3499,1871.7855,1862.0316,1847.6709,1870.2871,1857.5823,1871.2444,1874.6796,1867.522,1875.7686,1852.0181,1856.9636,1866.3536,1873.7722,1878.6942,1834.804,1855.4259,1866.7185,1866.4917,1867.6345,1865.6742,1856.8666,1850.9556,1842.7411,1858.646,1860.1199,1839.3442,1825.2802,1848.277,1850.1453,1864.6288,1872.777,1840.4897,1871.0204,1870.1204,1867.0931,1874.052,1850.1013,1864.2052,1865.445,1870.5717,1837.4512,1871.0436,1873.6836,1854.5038,1871.0054,1843.4114,1854.9927,1872.1348,1875.1519,1847.5504,1877.7444,1859.815,1862.133,1872.6438,1863.5914,1850.966,1870.6486,1823.8533,1859.6713,1857.9276,1845.807,1862.5785,1852.6115,1869.1733,1843.696,1850.6306,1852.3615,1873.5702,1854.977,1852.7294,1874.5366,1847.7488,1848.9156,1859.8181,1855.449,1858.6974,1859.1505,1857.4231,1863.483,4309,5009.0
42,4361,2018-07-19,2023-11-09,120000,Poultry,4361_08_15_18.tif,False,True,0.3807088732719421,0.3275918662548065,0.2916992902755737,0.2501087486743927,0.260949045419693,0.2461163848638534,183.4202094078064,178.7886357307434,166.1954746246338,25.13321609719269,20.911711967655187,21.42954255639354,-1.1269534826278689,0.2236801907420158,0.3759235441684723,0.504986509680748,2.1090331077575684,-1.1236772537231443,0.0823408812284469,0.2751838266849518,0.4911225736141205,2.139493942260742,-1.1269534826278689,0.2236801907420158,0.3759235441684723,0.504986509680748,2.1090331077575684,24.0,176.9078533496732,191.67914241476564,198.60040839801397,255.0,44.0,167.14384734892244,185.05417110401132,193.5457756221416,255.0,68.0,150.96040661485765,172.001660084343,182.38202649696407,255.0,996.4107,989.8249,998.91455,998.6278,998.5673,999.5444,991.608,992.8759,1000.20624,1000.30615,993.8378,1001.3318,1000.7093,995.70734,997.03204,998.29834,989.14825,986.3014,987.71,997.4438,993.2619,997.5806,987.5391,990.19086,989.85785,992.3164,994.1149,996.0629,998.258,992.7408,994.8186,993.2681,997.10974,987.6718,993.5462,991.3817,988.9019,992.4441,994.9071,995.2323,987.91406,989.078,999.14276,990.93024,992.4072,995.5658,990.5644,995.2414,999.4515,992.85803,1000.5507,993.9595,989.6037,996.9959,996.38153,997.4936,996.3643,1000.5647,990.3271,999.4016,987.3523,988.92426,991.198,984.88306,998.7024,989.2443,989.9329,994.7708,998.0689,1000.84436,993.6439,990.96924,996.1731,996.61597,998.2423,988.5311,986.39484,996.31726,991.6439,994.24426,1000.06305,996.34424,997.31366,995.8855,1002.7073,995.21106,989.8357,993.62134,999.1513,990.099,992.0025,985.06213,996.9157,994.8928,995.13654,990.3012,998.3655,993.8197,985.3361,996.9612,997.03723,994.3626,992.5177,996.558,990.5125,993.8679,998.9072,4361,15678.0
43,4098,2018-03-16,2023-11-09,9000,Poultry,4098_06_25_14.tif,True,True,0.3351747989654541,0.3117705583572387,0.3530546128749847,0.2559461891651153,0.2443701475858688,0.259543240070343,142.9716351032257,144.82953357696533,119.49667263031006,43.578013227174765,38.5258548067217,39.92639575769589,-1.2852624654769895,0.1415086612105369,0.3033681362867355,0.4955867826938629,2.3461618423461914,-1.3461618423461914,0.1250210404396057,0.2820406407117843,0.4660698473453522,2.534414768218994,-1.2852624654769895,0.1415086612105369,0.3033681362867355,0.4955867826938629,2.3461618423461914,23.0,107.52490214311976,153.24207107729424,181.17937156434525,255.0,24.0,119.11821339801756,151.39897369181844,176.14948007373684,255.0,19.0,86.57012971269245,120.6128632175762,151.4742780373554,255.0,56.284363,56.28365,56.390793,56.46579,56.649406,56.86192,56.242855,56.622395,56.225792,56.219746,56.400795,56.13138,56.5095,56.78691,56.359184,56.568676,56.535427,56.48941,56.432278,56.676018,56.664085,56.158512,56.362732,56.382133,56.41394,56.674572,56.264957,56.279213,56.822403,56.495205,56.38531,56.782154,56.41715,56.574574,56.854565,56.52655,56.736877,56.312565,56.50041,56.55299,56.707832,56.706764,56.128334,56.25909,56.568066,56.690445,56.645134,56.710632,56.65914,56.340492,56.43546,56.412018,56.31072,56.146946,55.72375,56.36109,56.377144,56.646336,56.511765,56.145042,56.54779,56.52288,56.613365,56.56276,56.47152,56.481407,56.49132,56.74654,56.16152,56.823334,56.711773,56.212543,56.780624,56.260204,56.369595,56.549362,56.667362,56.355816,56.88365,56.40523,56.463,56.879993,56.693207,56.411373,56.812088,55.80568,56.34097,56.649826,56.26887,56.512302,56.264366,56.435574,56.25274,56.281963,56.281708,56.74714,56.407616,56.17252,56.511906,56.36834,56.3695,56.60654,56.39081,56.457397,56.518257,56.587482,56.612534,4098,61609.0
44,4087,2018-03-16,2020-10-26,3850,Poultry,4087_07_15_18.tif,False,False,0.3028400540351867,0.3269073963165283,0.3702525198459625,0.2572866976261139,0.2520873248577118,0.282843679189682,134.6607527732849,133.3371696472168,119.08306288719176,42.74947207689748,33.732135252682404,30.762364687529672,-0.9949934482574464,0.0418121051043272,0.2557805478572845,0.4914676398038864,2.080111026763916,-1.080111026763916,0.1240204647183418,0.2770864367485046,0.4835129976272583,2.238644599914551,-0.9949934482574464,0.0418121051043272,0.2557805478572845,0.4914676398038864,2.080111026763916,22.0,116.969434321547,144.92103404716673,163.01671066622666,255.0,31.0,118.9880441937837,138.27556103854522,153.6313475391489,255.0,46.0,103.99032269866822,120.03876664042984,137.42372101111985,255.0,307.67685,309.358,307.28452,309.38626,311.46463,311.97076,308.4509,311.55933,306.89404,306.73605,309.6393,306.06195,308.8517,312.0571,309.12607,309.29172,311.7302,311.63724,310.98383,310.7147,310.9466,306.51862,310.63702,309.87848,309.95932,310.94556,307.83905,308.9006,311.7499,310.0661,307.86615,311.4255,309.38745,311.50293,312.16782,310.88058,312.2377,308.6777,309.31494,310.6465,311.98697,312.6799,305.81146,308.99628,310.89514,310.8723,311.03735,310.765,309.3626,308.4269,307.12494,309.49127,309.71414,306.6097,304.26746,308.04422,308.32343,310.42368,311.6696,306.69,311.5296,311.31046,310.99026,311.94254,308.36902,310.40448,310.49472,311.40668,306.2804,311.44766,311.85223,308.93454,311.50778,307.23846,308.88507,311.638,312.16885,307.9162,312.6342,309.7537,309.94907,311.75845,310.34494,308.44482,311.40198,304.20184,309.7257,309.62384,307.50787,310.1967,308.649,311.15665,307.26743,308.3487,308.60153,311.91547,308.93878,308.5018,311.96628,308.07596,308.17984,309.93106,309.20044,309.60144,309.74918,309.38535,310.2799,4087,55801.0
